model_id,model_name,question_id,subject,type,baseline_correct_count,agentic_correct_count,baseline_majority_correct,agentic_majority_correct,transition_code,transition_term,baseline_majority_rate,difficulty_bin
gpt-oss-20b,GPT OSS 20B,137,Physiology/Biochem,X,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
gpt-oss-20b,GPT OSS 20B,138,Physiology/Biochem,X,1,0,False,False,0->0,Refractory Error,0.45454545454545453,Medium (40-60%)
gpt-oss-20b,GPT OSS 20B,139,Physiology/Biochem,X,5,4,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,140,Physiology/Biochem,X,4,3,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,141,Physiology/Biochem,X,1,0,False,False,0->0,Refractory Error,0.8181818181818182,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,142,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,143,Physiology/Biochem,X,4,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,144,Physiology/Biochem,X,5,0,True,False,1->0,Iatrogenic Error,0.6363636363636364,Easy (60-80%)
gpt-oss-20b,GPT OSS 20B,145,Physiology/Biochem,X,1,0,False,False,0->0,Refractory Error,0.7272727272727273,Easy (60-80%)
gpt-oss-20b,GPT OSS 20B,146,Pathology,X,1,1,False,False,0->0,Refractory Error,0.09090909090909091,Very hard (<20%)
gpt-oss-20b,GPT OSS 20B,147,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,148,Pathology,X,4,1,True,False,1->0,Iatrogenic Error,0.9090909090909091,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,149,Pathology,X,5,4,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,150,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,151,Pathology,X,0,2,False,False,0->0,Refractory Error,0.7272727272727273,Easy (60-80%)
gpt-oss-20b,GPT OSS 20B,152,Pathology,X,5,4,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,153,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,154,Internal Medicine,X,1,0,False,False,0->0,Refractory Error,0.9090909090909091,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,155,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,156,Internal Medicine,X,5,4,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,157,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,158,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,159,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,160,Surgery,X,5,1,True,False,1->0,Iatrogenic Error,0.9090909090909091,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,161,Surgery,X,5,3,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,162,Surgery,X,5,2,True,False,1->0,Iatrogenic Error,0.8181818181818182,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,163,Surgery,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,164,Surgery,X,5,4,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-oss-20b,GPT OSS 20B,165,Surgery,X,0,0,False,False,0->0,Refractory Error,0.6363636363636364,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,1,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,2,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,3,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,4,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,5,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,6,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,7,Physiology/Biochem,A,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,8,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,9,Physiology/Biochem,A,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,10,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,11,Physiology/Biochem,A,4,5,True,True,1->1,Retained Mastery,0.7272727272727273,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,12,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,13,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,14,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,15,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,0.7272727272727273,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,16,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,17,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,18,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,19,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,20,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,0.8181818181818182,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,21,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,22,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,23,Physiology/Biochem,A,3,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,24,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,25,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,26,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,27,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,28,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,29,Pathology,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,30,Pathology,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,31,Pathology,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,32,Pathology,A,5,5,True,True,1->1,Retained Mastery,0.7272727272727273,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,33,Pathology,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,34,Pathology,A,0,0,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
kimi-k2-thinking,Kimi K2 Thinking,35,Pathology,A,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,36,Pathology,A,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,37,Pathology,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,38,Pathology,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,39,Pathology,A,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,40,Pathology,A,0,0,False,False,0->0,Refractory Error,0.2727272727272727,Hard (20-40%)
kimi-k2-thinking,Kimi K2 Thinking,41,Internal Medicine,A,4,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,42,Internal Medicine,A,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,43,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,44,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,45,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,46,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,47,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,48,Internal Medicine,A,1,4,False,True,0->1,Effective Rescue,0.36363636363636365,Hard (20-40%)
kimi-k2-thinking,Kimi K2 Thinking,49,Internal Medicine,A,5,4,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,50,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,51,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,52,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,53,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,54,Internal Medicine,A,5,3,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,55,Internal Medicine,A,4,5,True,True,1->1,Retained Mastery,0.6363636363636364,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,56,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,57,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,58,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,59,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,60,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,61,Surgery,A,5,5,True,True,1->1,Retained Mastery,0.8181818181818182,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,62,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,63,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,64,Surgery,A,4,3,True,True,1->1,Retained Mastery,0.5454545454545454,Medium (40-60%)
kimi-k2-thinking,Kimi K2 Thinking,65,Surgery,A,0,0,False,False,0->0,Refractory Error,0.09090909090909091,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,66,Surgery,A,4,4,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,67,Surgery,A,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,68,Internal Medicine,A,0,3,False,True,0->1,Effective Rescue,0.36363636363636365,Hard (20-40%)
kimi-k2-thinking,Kimi K2 Thinking,69,Internal Medicine,A,1,0,False,False,0->0,Refractory Error,0.18181818181818182,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,70,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,71,Internal Medicine,A,2,0,False,False,0->0,Refractory Error,0.18181818181818182,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,72,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,73,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,0.8181818181818182,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,74,Internal Medicine,A,2,0,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
kimi-k2-thinking,Kimi K2 Thinking,75,Internal Medicine,A,1,0,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
kimi-k2-thinking,Kimi K2 Thinking,76,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,77,Internal Medicine,A,2,3,False,True,0->1,Effective Rescue,0.6363636363636364,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,78,Internal Medicine,A,0,0,False,False,0->0,Refractory Error,0.09090909090909091,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,79,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,80,Internal Medicine,A,1,0,False,False,0->0,Refractory Error,0.18181818181818182,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,81,Internal Medicine,A,0,0,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
kimi-k2-thinking,Kimi K2 Thinking,82,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,83,Internal Medicine,A,3,2,True,False,1->0,Iatrogenic Error,0.18181818181818182,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,84,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,85,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,86,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,0.5454545454545454,Medium (40-60%)
kimi-k2-thinking,Kimi K2 Thinking,87,Internal Medicine,A,1,5,False,True,0->1,Effective Rescue,0.7272727272727273,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,88,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,89,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,90,Internal Medicine,A,1,0,False,False,0->0,Refractory Error,0.6363636363636364,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,91,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,92,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,93,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,94,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,95,Surgery,A,4,5,True,True,1->1,Retained Mastery,0.7272727272727273,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,96,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,97,Surgery,A,2,1,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
kimi-k2-thinking,Kimi K2 Thinking,98,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,99,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,100,Surgery,A,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,101,Surgery,A,5,5,True,True,1->1,Retained Mastery,0.8181818181818182,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,102,Surgery,A,2,2,False,False,0->0,Refractory Error,0.45454545454545453,Medium (40-60%)
kimi-k2-thinking,Kimi K2 Thinking,103,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,104,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,105,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,106,Surgery,A,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,107,Surgery,A,1,1,False,False,0->0,Refractory Error,0.2727272727272727,Hard (20-40%)
kimi-k2-thinking,Kimi K2 Thinking,108,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,109,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,110,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,111,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,112,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,113,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,114,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,115,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,0.5454545454545454,Medium (40-60%)
kimi-k2-thinking,Kimi K2 Thinking,116,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,117,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,118,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,119,Physiology/Biochem,B,5,3,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,120,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,0.7272727272727273,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,121,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,122,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,123,Physiology/Biochem,B,5,1,True,False,1->0,Iatrogenic Error,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,124,Pathology,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,125,Pathology,B,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,126,Pathology,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,127,Pathology,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,128,Pathology,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,129,Pathology,B,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,130,Internal Medicine,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,131,Internal Medicine,B,2,1,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
kimi-k2-thinking,Kimi K2 Thinking,132,Surgery,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,133,Surgery,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,134,Surgery,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,135,Surgery,B,2,4,False,True,0->1,Effective Rescue,0.6363636363636364,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,136,Physiology/Biochem,X,5,4,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,137,Physiology/Biochem,X,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,138,Physiology/Biochem,X,0,4,False,True,0->1,Effective Rescue,0.45454545454545453,Medium (40-60%)
kimi-k2-thinking,Kimi K2 Thinking,139,Physiology/Biochem,X,5,4,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,140,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,141,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,0.8181818181818182,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,142,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,143,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,144,Physiology/Biochem,X,5,1,True,False,1->0,Iatrogenic Error,0.6363636363636364,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,145,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,0.7272727272727273,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,146,Pathology,X,0,0,False,False,0->0,Refractory Error,0.09090909090909091,Very hard (<20%)
kimi-k2-thinking,Kimi K2 Thinking,147,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,148,Pathology,X,3,2,True,False,1->0,Iatrogenic Error,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,149,Pathology,X,4,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,150,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,151,Pathology,X,4,2,True,False,1->0,Iatrogenic Error,0.7272727272727273,Easy (60-80%)
kimi-k2-thinking,Kimi K2 Thinking,152,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,153,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,154,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,155,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,156,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,157,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,158,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,159,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,160,Surgery,X,5,0,True,False,1->0,Iatrogenic Error,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,161,Surgery,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,162,Surgery,X,5,5,True,True,1->1,Retained Mastery,0.8181818181818182,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,163,Surgery,X,4,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,164,Surgery,X,5,0,True,False,1->0,Iatrogenic Error,1.0,Very easy (>=80%)
kimi-k2-thinking,Kimi K2 Thinking,165,Surgery,X,5,5,True,True,1->1,Retained Mastery,0.6363636363636364,Easy (60-80%)
minimax-m2.1,MiniMax M2.1,1,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
minimax-m2.1,MiniMax M2.1,2,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
minimax-m2.1,MiniMax M2.1,3,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
